490|201|137|59|
232|367|192|153|
361|355|214|28|
212|293|18|20|
434|108|106|153|
199|209|187|144|
501|296|75|131|
596|15|296|118|
850|161|85|78|
46|208|64|119|
169|74|233|217|
643|238|285|190|
205|492|66|167|
304|252|72|227|
327|91|211|209|
575|284|104|97|
466|123|229|7|
524|171|115|184|
390|256|104|125|
372|246|121|206|
195|157|49|154|
668|200|84|28|
965|339|265|227|
701|229|185|49|
898|201|232|96|
164|57|325|207|
943|67|310|113|
120|481|184|61|
90|40|138|215|
487|109|179|77|
539|206|267|9|
57|121|194|214|
160|239|101|235|
410|141|120|49|
656|350|26|147|
922|313|20|158|
923|302|9|204|
387|487|33|33|
630|82|152|32|
810|312|247|218|
53|407|142|182|
975|349|120|242|
834|197|6|22|
234|430|280|32|
967|319|74|178|
770|212|283|187|
992|147|77|46|
416|319|280|69|
659|360|103|25|
133|277|26|8|
930|219|207|148|
574|394|1|249|
43|271|132|72|
897|357|44|97|
1|248|87|20|
172|409|255|43|
860|469|108|157|
831|153|282|194|
994|127|272|201|
601|82|143|198|
316|97|207|31|
254|401|310|231|
255|410|85|86|
439|383|154|225|
802|425|18|187|
178|31|66|53|
37|193|54|30|
800|488|234|66|
929|494|319|1|
512|481|55|18|
948|143|204|199|
817|157|164|141|
548|269|87|226|
328|171|172|117|
808|299|212|215|
624|490|107|231|
367|32|71|157|
204|294|4|183|
616|73|233|21|
944|394|274|196|
870|303|118|210|
42|248|254|90|
814|294|30|244|
124|13|229|215|
517|425|314|60|
497|281|113|236|
690|33|201|115|
742|211|27|158|
329|391|105|242|
650|273|149|144|
48|461|309|157|
425|494|111|28|
415|343|278|230|
27|361|261|131|
549|40|159|74|
114|392|232|88|
371|81|92|206|
396|133|156|220|
263|475|28|143|
505|182|297|221|
454|167|50|45|
838|119|136|123|
839|113|143|67|
778|381|113|241|
83|271|328|80|
775|317|139|6|
467|290|198|46|
216|63|262|105|
557|364|277|236|
44|169|162|176|
492|426|323|122|
182|474|227|43|
245|470|124|149|
59|54|221|134|
22|172|119|219|
61|444|204|75|
119|247|52|9|
276|151|186|209|
136|470|40|151|
719|207|227|207|
988|46|60|61|
878|80|322|130|
607|290|136|81|
525|345|48|78|
804|102|295|48|
99|113|28|174|
602|217|64|29|
222|196|305|239|
350|112|106|240|
577|79|43|77|
527|300|200|100|
344|51|155|198|
565|338|160|0|
529|302|326|56|
472|74|14|233|
507|185|54|245|
142|198|182|129|
373|485|250|195|
871|294|1|36|
939|360|0|247|
608|179|301|211|
708|278|190|193|
480|145|107|157|
95|495|34|42|
754|183|6|101|
39|429|326|115|
509|6|230|172|
484|21|309|126|
746|144|77|202|
636|232|52|166|
149|307|75|186|
441|101|63|196|
712|84|123|223|
952|269|299|162|
791|153|145|134|
522|77|219|141|
977|249|297|22|
430|432|64|154|
629|72|273|51|
864|431|263|187|
138|67|312|20|
343|293|319|236|
357|269|56|181|
576|392|252|119|
511|423|144|9|
671|134|266|178|
479|492|97|71|
649|301|84|63|
790|148|161|158|
949|478|321|184|
768|101|215|0|
7|33|331|231|
63|268|18|89|
821|156|134|194|
664|400|30|8|
96|329|23|86|
728|300|50|249|
271|363|273|38|
398|190|169|172|
631|163|311|153|
248|289|206|119|
985|319|211|32|
816|419|109|242|
741|448|136|58|
591|8|272|205|
801|278|2|59|
207|342|110|166|
780|8|140|50|
633|293|282|20|
710|247|268|69|
818|336|158|235|
118|236|299|73|
556|149|252|39|
166|327|278|24|
787|161|185|90|
189|376|49|39|
246|229|202|154|
867|318|32|221|
339|388|278|191|
146|97|313|81|
902|43|128|149|
541|227|263|222|
433|310|326|229|
309|335|121|216|
819|256|51|178|
537|28|239|128|
16|206|253|28|
806|107|293|54|
755|83|190|93|
334|462|262|63|
861|436|154|236|
987|466|210|133|
188|490|170|109|
781|225|289|92|
348|208|152|49|
491|65|257|33|
283|199|86|32|
903|218|68|231|
866|78|156|190|
593|101|299|150|
520|86|293|32|
682|57|214|86|
613|81|323|121|
93|333|1|71|
648|446|204|2|
110|309|192|121|
47|349|301|19|
730|132|332|36|
147|45|5|54|
280|59|267|192|
963|42|79|243|
919|225|206|206|
813|382|196|208|
128|306|154|88|
419|370|77|124|
759|317|91|186|
249|250|79|216|
362|157|237|69|
141|391|169|248|
610|378|147|74|
734|363|72|64|
971|180|219|20|
131|91|194|111|
993|470|87|51|
570|498|109|213|
252|402|313|134|
365|396|240|41|
704|0|121|110|
572|43|218|25|
979|181|329|87|
738|344|16|155|
875|49|315|72|
950|83|28|14|
345|246|12|95|
513|338|274|3|
239|212|201|127|
691|438|258|72|
109|343|323|147|
8|112|318|112|
907|98|104|10|
763|75|242|148|
658|400|49|169|
341|126|86|2|
638|392|97|78|
685|233|266|21|
745|274|272|220|
917|363|45|137|
349|227|155|184|
544|435|324|17|
378|428|264|119|
644|354|142|247|
820|454|158|6|
639|428|28|86|
201|252|57|138|
564|143|302|35|
686|320|283|8|
409|390|151|233|
567|417|17|150|
73|129|135|15|
308|341|303|247|
106|246|28|159|
127|362|206|134|
443|305|88|35|
185|143|283|77|
197|125|87|8|
72|296|238|131|
241|429|122|192|
282|174|91|183|
459|73|39|206|
193|354|132|60|
112|442|111|121|
584|320|199|186|
206|470|241|172|
739|293|150|58|
641|472|217|65|
483|87|328|110|
955|252|305|103|
723|147|80|202|
186|93|200|11|
403|93|15|141|
622|171|120|29|
521|497|126|141|
157|448|277|219|
278|463|231|92|
906|479|105|215|
598|49|125|220|
983|197|28|93|
895|179|238|181|
140|234|62|203|
904|106|163|99|
856|189|279|27|
108|87|13|132|
545|210|130|54|
429|259|221|248|
645|304|192|109|
606|63|289|34|
375|116|69|184|
237|144|195|206|
156|80|322|57|
554|14|57|67|
915|403|177|46|
832|344|306|176|
69|380|9|74|
579|478|87|150|
824|395|50|118|
51|52|203|18|
921|411|156|45|
391|38|146|217|
437|43|323|51|
468|461|162|76|
926|219|90|97|
330|244|197|144|
105|202|250|67|
717|211|259|167|
931|118|176|180|
404|92|319|174|
573|146|119|225|
989|1|232|16|
628|172|230|98|
611|448|127|66|
799|33|119|157|
908|338|51|61|
585|409|120|201|
937|156|59|203|
355|137|182|61|
215|35|127|145|
844|298|59|26|
288|161|176|172|
693|39|33|86|
218|401|281|116|
853|312|100|141|
220|302|208|45|
737|397|210|109|
666|342|293|111|
957|210|168|229|
772|94|194|218|
23|298|74|95|
726|175|187|106|
223|329|222|160|
305|141|146|77|
273|235|159|105|
489|307|218|16|
580|137|95|89|
89|331|240|146|
702|183|159|19|
150|26|207|126|
851|10|292|172|
795|315|245|246|
660|419|31|110|
769|219|311|220|
654|144|282|134|
11|361|200|98|
732|496|135|165|
481|453|64|19|
552|13|248|46|
107|58|117|204|
553|490|94|38|
661|406|122|20|
756|482|169|25|
951|50|295|125|
478|355|183|131|
627|144|284|82|
946|409|199|80|
395|60|105|167|
376|34|230|12|
752|464|86|122|
260|482|322|232|
26|134|117|191|
386|158|69|106|
852|302|133|40|
399|448|316|110|
259|255|13|202|
196|118|117|55|
653|171|193|4|
748|8|19|60|
291|178|94|22|
876|99|319|13|
676|99|101|159|
589|237|116|222|
225|26|171|156|
448|444|11|43|
382|103|251|151|
352|410|253|187|
426|4|307|43|
997|210|71|90|
266|110|42|73|
822|113|9|202|
123|306|127|166|
310|198|17|215|
665|48|289|90|
637|240|22|84|
165|297|249|180|
857|140|181|77|
392|40|20|201|
727|156|331|83|
68|357|139|193|
995|226|248|164|
318|15|158|136|
18|234|52|136|
170|237|35|54|
190|92|79|131|
129|62|267|238|
24|150|186|85|
503|322|252|26|
555|394|239|165|
675|124|185|33|
198|439|177|63|
767|430|8|67|
749|145|192|113|
32|430|91|86|
845|15|320|183|
990|461|246|96|
19|499|258|4|
194|393|276|38|
924|77|240|28|
642|353|289|160|
148|161|117|82|
796|258|193|83|
151|105|36|66|
561|231|331|21|
482|259|216|54|
753|225|269|151|
456|49|25|126|
724|462|111|199|
323|309|118|30|
181|135|322|105|
224|307|332|10|
242|60|300|155|
773|113|238|136|
369|93|27|161|
996|402|256|193|
947|435|325|194|
640|247|110|145|
715|282|123|209|
941|485|252|187|
731|8|330|49|
418|14|225|86|
300|322|80|180|
20|2|299|116|
938|449|141|34|
321|334|320|73|
970|218|303|37|
331|360|297|132|
792|122|46|150|
233|296|153|152|
646|48|92|172|
125|234|295|25|
70|82|128|39|
888|411|308|89|
935|64|270|208|
298|345|228|56|
289|255|207|123|
417|290|318|57|
277|33|16|188|
680|384|174|108|
858|261|249|117|
785|475|291|21|
469|377|128|124|
900|30|136|184|
154|183|84|240|
28|147|209|202|
757|111|257|221|
698|317|60|27|
359|249|23|180|
797|185|139|227|
533|43|294|37|
621|294|286|9|
449|13|103|7|
158|206|312|189|
374|381|208|61|
854|166|132|180|
803|278|17|12|
973|326|123|233|
13|236|171|210|
581|440|192|61|
438|267|201|223|
697|401|165|30|
711|190|257|147|
94|256|15|132|
984|205|105|157|
279|240|312|95|
338|284|123|93|
302|188|55|230|
40|196|98|172|
428|216|52|48|
287|328|286|101|
725|458|166|10|
462|107|66|74|
200|498|27|50|
251|95|246|89|
35|175|262|83|
358|152|163|27|
729|32|124|99|
78|354|20|232|
167|107|59|33|
651|22|296|200|
421|215|6|243|
332|148|291|162|
88|394|295|31|
678|351|111|42|
504|283|15|188|
718|181|9|238|
563|2|216|92|
247|174|190|150|
98|388|290|248|
161|3|301|196|
793|3|287|18|
830|442|157|236|
299|219|218|105|
460|198|321|65|
17|136|183|31|
618|173|170|125|
36|337|206|93|
619|168|108|136|
842|404|112|201|
10|91|319|49|
805|212|154|14|
692|306|118|193|
143|142|302|13|
210|15|233|71|
740|21|251|4|
435|325|39|120|
880|321|172|11|
833|116|52|234|
960|417|315|14|
617|332|52|202|
25|381|20|184|
353|398|261|110|
262|412|260|38|
52|142|107|141|
494|159|8|239|
55|204|24|103|
253|183|288|81|
669|458|120|173|
765|275|274|206|
307|163|120|83|
243|30|297|234|
451|388|68|104|
862|72|50|185|
657|253|273|141|
670|139|72|89|
4|280|52|141|
306|189|288|1|
615|458|69|134|
558|498|314|67|
340|257|115|235|
322|448|271|176|
465|220|18|224|
612|242|60|28|
495|415|90|101|
493|72|116|66|
827|21|189|71|
236|241|219|67|
540|286|69|90|
135|344|183|11|
406|83|98|172|
100|292|215|198|
370|115|206|125|
687|350|153|89|
269|18|266|247|
145|38|327|248|
270|189|220|225|
760|14|16|6|
890|306|248|193|
543|247|150|219|
500|473|254|26|
363|284|206|147|
536|87|71|221|
447|497|21|181|
677|46|207|24|
605|125|124|13|
807|32|188|147|
583|147|182|213|
87|460|80|48|
881|43|189|27|
958|45|245|96|
899|271|206|118|
913|86|128|201|
925|427|143|118|
240|98|53|59|
272|438|166|22|
940|235|111|111|
457|53|275|15|
877|482|165|105|
445|213|217|119|
286|298|22|247|
647|319|147|165|
432|333|133|5|
743|295|314|88|
179|133|68|196|
235|203|195|148|
538|260|290|151|
934|298|140|218|
64|144|160|162|
623|390|318|223|
389|407|37|0|
184|224|8|222|
578|372|83|9|
56|350|185|2|
595|357|323|71|
209|268|271|191|
452|194|188|208|
238|128|332|140|
766|309|213|46|
568|153|273|3|
488|218|216|243|
3|63|296|50|
936|65|32|249|
910|275|241|149|
663|152|96|100|
510|410|60|232|
825|131|261|70|
695|36|106|234|
5|134|69|110|
402|120|218|45|
281|401|97|32|
137|7|242|52|
782|422|240|7|
956|440|59|59|
111|221|243|63|
258|249|105|67|
571|260|56|124|
733|62|16|202|
879|266|97|142|
700|340|90|193|
383|104|172|102|
750|37|165|170|
761|231|98|23|
614|469|326|59|
515|372|171|223|
54|460|48|145|
893|474|3|115|
942|141|204|34|
82|127|44|28|
192|303|31|126|
635|490|34|66|
872|88|236|181|
6|198|8|222|
41|236|118|90|
312|178|9|228|
250|263|123|249|
297|18|130|8|
461|218|128|47|
896|185|281|217|
152|341|88|123|
97|281|0|14|
835|18|295|101|
335|494|133|17|
71|372|12|127|
884|350|232|191|
80|269|140|53|
528|52|125|139|
326|222|112|195|
180|270|263|95|
21|290|297|96|
33|300|104|29|
837|355|266|106|
446|180|60|140|
586|278|300|238|
516|340|131|173|
869|66|123|145|
626|41|57|204|
532|390|276|81|
314|260|120|104|
523|176|55|9|
885|166|64|9|
783|168|90|212|
836|196|179|242|
914|457|192|21|
886|440|250|139|
980|407|128|70|
999|244|12|130|
397|186|276|77|
187|162|187|204|
313|393|216|200|
587|53|308|139|
514|263|194|197|
978|190|178|97|
722|242|118|159|
771|57|222|41|
455|227|41|58|
101|5|167|55|
342|67|200|232|
377|158|228|151|
413|438|243|155|
784|317|261|17|
634|481|309|172|
62|332|329|202|
45|64|140|51|
882|308|304|120|
