848|222|127|239|128|
845|472|223|35|187|
413|161|87|159|153|
926|248|223|224|129|
229|64|242|201|110|
720|236|286|159|163|
947|60|270|57|48|
465|405|273|55|17|
838|475|41|21|142|
712|24|231|2|65|
954|337|195|12|155|
700|321|297|39|98|
388|454|217|6|25|
549|434|134|27|186|
834|100|298|96|176|
529|472|65|131|57|
192|404|275|53|192|
50|122|63|217|178|
545|147|193|151|130|
311|98|283|42|124|
843|330|5|30|146|
380|203|275|7|128|
616|5|149|30|7|
557|210|61|104|19|
547|45|139|121|115|
772|77|125|77|53|
600|101|157|210|86|
379|261|103|237|5|
253|144|215|145|1|
237|23|6|171|177|
338|31|106|196|21|
888|314|87|45|44|
376|359|195|39|136|
704|185|301|40|51|
200|170|59|220|33|
300|26|16|16|158|
668|56|103|78|117|
686|140|301|25|115|
318|242|328|179|79|
216|423|193|112|113|
182|329|224|154|96|
806|203|143|69|141|
306|228|188|163|23|
642|94|253|174|90|
191|263|149|87|138|
372|199|162|41|92|
412|49|77|61|136|
366|190|18|110|73|
829|370|67|207|174|
13|479|61|57|0|
874|332|21|89|14|
858|109|44|45|13|
963|179|72|235|196|
595|393|104|25|109|
881|356|239|63|56|
230|481|275|76|112|
169|467|242|133|56|
864|360|15|101|18|
890|135|303|9|38|
856|368|35|7|166|
556|177|6|125|146|
511|290|138|92|171|
42|136|241|43|128|
238|212|249|54|104|
126|43|25|243|78|
995|107|294|60|91|
685|156|121|40|50|
286|222|94|178|111|
731|73|292|53|187|
407|169|257|14|66|
24|336|155|187|196|
810|384|275|153|47|
932|420|24|116|57|
390|428|204|211|159|
23|70|146|206|125|
452|470|128|240|90|
796|119|0|153|3|
725|1|133|197|138|
593|331|49|206|39|
602|106|283|194|29|
626|489|59|158|100|
988|399|300|40|193|
404|60|6|188|13|
36|463|71|217|163|
805|2|70|58|71|
636|162|301|21|100|
178|154|172|212|185|
625|292|270|231|36|
519|427|220|35|94|
875|127|102|169|199|
566|473|47|94|51|
908|303|115|60|186|
271|329|198|128|148|
929|337|53|156|76|
583|111|55|41|132|
3|40|285|223|96|
234|226|140|125|38|
646|34|88|165|122|
747|19|244|133|161|
764|37|100|94|39|
847|256|30|187|131|
313|59|13|59|174|
999|165|7|180|90|
163|127|305|177|15|
172|3|332|146|173|
744|83|5|214|116|
643|61|307|156|146|
37|490|244|51|38|
631|446|265|8|64|
128|463|332|5|18|
31|5|122|133|41|
698|231|263|229|168|
437|201|76|0|151|
105|110|217|7|33|
165|15|307|177|180|
70|442|244|196|179|
940|402|148|62|30|
5|418|122|228|121|
767|40|83|119|14|
58|268|317|127|197|
341|457|142|199|57|
997|438|51|75|136|
109|263|171|147|88|
561|299|53|113|92|
65|475|212|236|100|
104|197|210|96|47|
244|198|131|14|5|
950|58|77|244|50|
20|27|180|193|36|
722|458|83|165|98|
948|379|88|86|16|
677|217|25|150|116|
797|253|104|30|130|
114|411|175|6|81|
426|306|312|195|118|
186|133|48|25|37|
381|189|119|171|144|
831|155|19|116|47|
339|351|206|124|72|
766|340|109|62|179|
632|467|62|195|44|
466|418|118|174|86|
978|456|320|12|57|
687|55|243|248|94|
606|445|122|107|122|
496|439|163|166|93|
51|454|114|188|86|
817|341|58|237|152|
320|480|211|60|69|
628|425|15|39|32|
395|481|297|241|171|
540|65|15|21|158|
925|453|269|101|110|
317|489|226|187|146|
420|273|14|94|18|
284|229|19|118|33|
503|36|194|144|117|
2|109|201|219|74|
635|403|138|101|86|
517|161|164|86|137|
592|80|200|209|180|
898|330|33|70|103|
331|277|296|107|70|
852|395|90|107|71|
329|71|174|245|116|
357|79|97|88|72|
484|115|70|62|149|
757|365|309|247|166|
970|47|90|121|102|
457|425|107|217|53|
575|487|55|66|118|
421|306|203|26|85|
648|186|94|85|11|
346|64|168|150|188|
202|220|200|110|140|
486|434|143|131|27|
770|155|229|84|88|
664|403|115|214|81|
614|379|22|54|39|
708|12|95|165|160|
769|430|203|85|1|
259|332|1|215|61|
781|331|89|187|44|
924|237|79|232|139|
760|175|37|242|87|
705|276|136|55|137|
138|115|227|186|140|
462|327|306|178|157|
277|62|132|134|132|
515|214|46|160|23|
97|414|158|175|156|
464|262|136|112|113|
363|483|10|34|194|
400|335|200|151|85|
609|251|226|121|28|
502|196|123|210|47|
543|378|215|117|139|
788|277|164|245|23|
620|31|114|115|145|
333|43|243|205|172|
792|150|45|114|148|
644|209|95|155|89|
953|45|12|241|133|
859|498|213|27|128|
436|352|291|40|155|
739|60|68|196|46|
408|184|168|241|102|
871|333|164|145|147|
946|9|37|179|127|
601|322|153|227|39|
684|176|164|184|116|
479|143|52|175|148|
280|344|115|193|110|
671|262|20|244|11|
398|379|174|56|60|
782|447|249|127|160|
258|67|126|218|1|
509|78|295|197|103|
99|170|235|34|98|
680|187|30|98|116|
55|29|268|136|92|
823|282|199|80|43|
85|461|158|162|59|
211|148|277|90|111|
650|346|158|218|162|
195|309|331|140|1|
210|215|223|181|0|
134|290|68|22|190|
477|254|27|1|142|
546|133|100|242|187|
248|227|88|209|174|
591|17|310|173|13|
415|76|87|136|164|
217|151|156|174|151|
264|221|195|152|99|
904|198|256|46|87|
206|360|208|25|189|
877|86|305|149|105|
295|169|262|54|91|
150|383|293|187|123|
578|316|134|214|41|
246|276|283|187|37|
166|428|238|1|144|
960|10|267|131|171|
753|373|217|249|135|
656|168|46|104|104|
56|156|25|194|112|
669|381|282|77|153|
473|168|175|192|120|
334|164|75|121|107|
187|421|89|104|32|
559|195|257|136|89|
440|419|0|211|66|
754|499|286|51|82|
287|261|65|169|55|
563|480|145|116|157|
982|359|108|1|168|
368|92|12|30|159|
715|204|152|47|53|
282|450|231|184|161|
112|152|294|141|143|
219|29|238|185|37|
87|271|109|184|82|
59|468|225|239|36|
971|142|12|224|43|
262|422|327|107|52|
855|359|156|242|187|
916|272|221|210|199|
153|402|90|165|39|
719|302|216|62|169|
880|159|65|190|30|
72|237|271|45|197|
447|381|292|161|140|
326|441|156|205|191|
319|67|2|18|167|
102|413|305|29|55|
367|433|74|26|145|
476|41|71|64|158|
931|51|66|151|60|
780|35|161|91|19|
483|256|187|174|49|
721|146|33|194|150|
454|308|105|165|139|
516|61|12|205|88|
524|407|26|178|58|
214|56|40|185|16|
681|5|151|242|91|
227|61|254|231|193|
16|51|90|50|33|
527|175|160|177|121|
675|146|99|116|95|
176|269|58|12|99|
945|364|322|202|58|
885|147|230|43|148|
902|226|100|218|47|
807|431|108|21|149|
354|196|164|0|101|
714|416|220|239|123|
841|128|16|196|1|
393|170|175|83|19|
461|275|243|2|189|
249|409|322|212|194|
399|266|96|159|173|
952|327|39|159|31|
446|290|233|85|163|
90|484|318|157|128|
532|449|111|172|86|
324|120|220|86|77|
746|144|176|28|183|
323|329|305|7|186|
142|324|320|184|35|
88|26|234|243|65|
396|461|325|90|22|
231|148|14|196|102|
291|119|200|234|134|
289|448|253|5|191|
314|142|284|56|199|
968|78|15|159|145|
943|135|124|67|188|
67|324|303|236|78|
22|114|295|143|175|
76|64|294|80|14|
539|81|315|57|27|
832|41|288|14|82|
92|473|5|117|172|
573|210|135|7|171|
267|437|228|213|170|
491|167|307|27|124|
432|138|269|218|143|
588|287|87|150|57|
836|447|144|243|65|
564|470|240|186|160|
844|302|81|131|58|
145|314|182|58|120|
737|473|277|185|178|
637|304|10|73|188|
900|320|198|191|57|
510|142|319|118|156|
325|54|161|102|39|
401|311|247|243|24|
441|167|40|248|38|
740|416|161|102|105|
467|346|56|216|163|
918|390|169|99|22|
4|29|53|83|100|
155|201|271|16|134|
862|306|44|244|5|
658|327|269|177|72|
265|334|134|246|173|
254|247|194|31|49|
920|184|185|125|142|
288|216|195|217|192|
468|368|111|6|127|
281|241|290|227|79|
662|10|90|179|172|
355|24|317|238|111|
986|95|297|128|137|
236|266|93|162|102|
359|192|262|91|119|
268|179|82|42|102|
998|248|218|41|107|
160|252|141|225|81|
489|303|114|79|160|
278|66|238|105|26|
349|216|145|137|3|
103|493|242|203|31|
122|224|243|203|146|
569|0|39|158|80|
49|483|321|232|12|
730|167|309|225|8|
570|263|68|210|24|
851|474|192|212|141|
127|126|331|37|9|
140|214|37|161|29|
208|246|109|182|198|
554|6|160|89|152|
884|402|103|205|192|
761|490|87|84|75|
949|269|131|184|12|
541|184|217|142|55|
471|415|288|150|137|
689|413|176|43|164|
696|452|33|198|109|
691|358|48|54|155|
560|61|23|236|125|
846|426|1|215|138|
373|451|320|81|174|
21|388|285|249|129|
402|435|283|24|28|
52|380|275|93|104|
615|310|281|180|17|
582|316|134|108|189|
951|406|219|147|183|
276|178|332|61|119|
702|470|15|55|9|
868|13|77|26|173|
653|152|123|228|92|
43|479|311|168|178|
718|349|250|37|152|
10|125|156|144|119|
279|282|62|184|47|
129|455|241|170|191|
550|366|78|155|189|
703|209|61|135|136|
726|280|311|215|37|
876|412|57|117|155|
619|56|17|225|169|
861|455|137|113|138|
417|189|247|64|44|
411|155|321|43|96|
576|61|143|29|8|
94|118|318|24|89|
204|383|104|199|119|
189|44|114|178|109|
84|490|323|245|85|
956|249|67|247|171|
790|177|98|127|54|
818|89|146|147|67|
394|170|176|91|117|
427|403|143|80|114|
979|480|248|42|81|
993|355|323|43|167|
45|168|301|214|46|
724|21|139|49|55|
482|99|47|74|93|
941|339|109|76|144|
839|219|332|190|81|
962|399|19|17|116|
7|251|286|205|143|
108|371|211|216|95|
501|418|133|191|98|
833|456|236|25|53|
431|171|139|213|86|
297|269|294|28|62|
660|101|310|248|72|
784|280|233|207|68|
342|229|304|181|21|
751|425|131|216|23|
490|19|272|193|88|
344|256|119|113|49|
892|422|171|36|190|
598|428|157|13|66|
921|5|212|243|84|
463|228|16|149|138|
315|317|326|88|2|
958|66|114|94|194|
969|435|309|41|137|
819|154|178|175|85|
275|152|93|193|20|
706|20|75|227|4|
553|54|2|232|14|
198|276|253|170|159|
66|422|72|133|133|
505|167|264|35|157|
221|406|8|172|80|
732|428|14|230|175|
487|437|325|161|106|
100|401|16|7|152|
167|31|148|179|186|
749|383|217|130|12|
866|372|7|25|163|
391|217|150|24|128|
899|387|315|193|106|
504|391|78|1|191|
228|45|216|107|149|
586|35|266|68|16|
19|303|231|244|127|
701|203|275|49|175|
17|366|296|80|22|
558|230|227|122|149|
81|388|70|223|126|
309|21|163|201|159|
525|433|246|50|160|
316|309|325|43|28|
34|12|234|169|60|
589|436|269|160|70|
579|346|294|217|7|
785|5|31|210|21|
328|290|204|170|174|
901|424|298|131|83|
383|357|260|233|164|
794|5|80|105|140|
144|31|273|135|28|
439|314|155|123|35|
863|458|22|249|44|
711|393|196|220|176|
567|51|216|134|188|
35|133|287|157|17|
232|354|129|156|51|
83|173|190|140|89|
709|392|180|195|82|
173|107|217|101|144|
469|359|163|17|74|
913|402|2|27|139|
528|46|158|113|125|
374|98|243|226|24|
347|459|157|33|191|
535|167|40|94|193|
717|160|316|188|61|
296|122|218|135|66|
973|322|296|108|124|
923|117|115|160|168|
944|119|165|25|145|
14|68|181|124|18|
933|174|259|14|48|
360|221|329|198|2|
498|168|263|28|117|
378|469|79|60|136|
201|324|96|90|41|
143|148|146|45|68|
423|301|58|186|152|
977|260|97|229|155|
634|346|317|241|171|
8|121|166|73|84|
351|177|186|183|107|
298|231|281|199|123|
713|459|75|6|121|
980|380|177|235|146|
674|256|304|58|22|
93|385|168|22|129|
649|400|29|21|74|
82|403|219|209|193|
976|408|313|38|173|
821|30|169|177|29|
758|441|129|131|144|
494|28|85|248|98|
409|17|332|217|159|
95|240|77|110|11|
455|275|246|78|98|
837|473|291|186|150|
869|364|97|138|39|
247|145|154|144|124|
678|293|119|226|58|
152|260|144|56|78|
424|239|144|137|43|
117|178|207|244|44|
552|61|91|94|120|
235|321|253|242|65|
33|473|98|75|178|
73|455|62|171|165|
985|143|29|108|100|
849|327|179|216|25|
255|385|17|86|139|
274|410|155|169|112|
655|65|5|127|59|
410|255|74|181|58|
735|360|51|179|88|
101|6|233|131|139|
233|342|265|71|121|
645|360|230|114|8|
488|465|88|103|113|
641|192|282|127|19|
397|289|89|181|101|
392|70|173|120|100|
27|237|33|165|21|
111|324|245|231|127|
332|9|164|176|66|
854|406|122|244|146|
795|481|116|136|11|
820|94|285|104|22|
710|371|212|111|161|
193|207|145|38|42|
639|472|141|181|143|
934|264|292|51|31|
903|28|3|21|172|
25|327|264|66|90|
765|453|103|174|169|
133|366|11|169|19|
533|410|115|23|14|
624|321|48|204|180|
474|129|133|63|103|
630|238|205|216|137|
115|350|50|237|198|
77|303|225|168|193|
729|17|237|82|162|
651|137|243|225|70|
605|75|9|59|170|
534|90|83|141|26|
403|77|116|174|182|
507|150|250|118|78|
659|250|117|89|167|
565|29|301|240|6|
799|269|109|104|170|
548|189|282|212|180|
120|130|311|92|127|
893|87|154|109|141|
827|253|327|57|160|
895|253|90|201|57|
434|275|214|223|92|
910|341|252|161|71|
905|61|188|104|95|
936|359|166|172|109|
53|312|332|7|192|
310|479|156|120|90|
574|458|260|128|195|
882|108|83|126|71|
697|226|186|58|63|
513|16|300|211|39|
530|228|106|226|46|
610|97|209|235|186|
285|44|11|197|164|
584|77|152|143|40|
891|421|124|94|112|
919|313|224|78|127|
523|457|39|219|88|
61|483|78|220|152|
433|251|37|202|10|
125|465|285|92|121|
522|293|134|178|34|
299|197|250|131|190|
293|26|45|151|177|
9|405|87|103|161|
270|416|68|237|32|
762|400|30|89|104|
514|289|13|237|69|
63|36|16|159|14|
670|67|141|94|19|
157|490|73|122|80|
1|415|294|211|9|
673|252|34|87|0|
777|200|185|70|153|
676|334|68|28|85|
666|262|130|79|77|
294|384|138|248|2|
30|135|220|173|51|
450|15|279|141|97|
930|132|68|236|183|
0|459|191|207|130|
495|420|141|53|7|
98|353|254|42|2|
283|142|116|231|152|
672|374|150|123|166|
500|89|282|24|104|
370|192|132|83|184|
110|206|296|247|74|
695|326|281|227|28|
499|9|55|82|113|
775|487|50|165|42|
308|256|46|98|63|
362|300|79|73|29|
623|233|46|234|137|
269|225|226|25|189|
622|437|240|174|61|
343|242|171|130|24|
478|262|154|240|95|
243|324|58|4|26|
897|481|268|161|198|
647|166|309|149|7|
57|0|1|83|7|
957|447|319|221|90|
939|216|84|220|92|
175|167|131|9|40|
162|348|297|234|133|
223|230|26|67|152|
64|127|64|101|58|
146|416|94|93|2|
148|30|32|86|54|
965|489|97|218|132|
654|353|68|104|45|
301|110|95|71|186|
345|5|304|216|95|
118|173|293|6|24|
80|205|212|135|169|
597|11|51|26|129|
18|155|243|97|69|
802|276|208|18|88|
444|11|129|94|88|
577|276|66|221|195|
568|229|9|124|195|
752|252|65|48|155|
460|179|164|142|189|
32|395|90|94|87|
44|432|70|95|65|
981|178|330|211|40|
348|405|257|46|71|
518|373|133|17|30|
599|75|6|234|97|
938|233|275|69|167|
428|44|69|228|161|
451|23|134|180|90|
774|409|114|75|22|
75|238|31|222|38|
353|66|76|146|110|
682|257|152|57|165|
449|386|87|152|101|
222|320|226|63|4|
793|358|296|222|34|
121|268|83|219|82|
472|394|143|187|165|
657|445|106|65|141|
800|237|247|224|35|
809|186|328|247|51|
