19|748|75.00|3|
1|871|354.20|5|
200|527|221.60|5|
201|690|195.00|5|
202|476|196.00|2|
203|809|155.33|3|
204|948|311.20|5|
205|423|0.00|1|
206|919|270.88|8|
207|930|128.60|5|
208|776|334.33|3|
209|50|291.50|2|
20|922|272.00|4|
210|987|431.50|2|
211|985|205.00|2|
212|808|299.00|1|
213|766|309.00|1|
214|682|206.00|2|
215|865|142.00|3|
216|563|255.60|5|
217|641|342.50|2|
218|828|260.50|6|
219|971|181.75|4|
21|447|497.00|1|
220|270|244.67|3|
221|429|236.33|3|
222|966|279.50|4|
224|221|474.00|1|
225|418|14.00|1|
226|569|464.00|2|
227|719|388.33|3|
228|377|251.50|2|
229|466|68.00|2|
22|637|269.00|2|
230|628|173.75|4|
231|278|359.00|3|
232|989|236.00|4|
233|655|71.00|4|
234|800|351.50|2|
236|872|88.00|1|
237|625|226.50|4|
238|895|262.25|4|
239|555|211.00|2|
23|359|289.00|2|
240|924|328.20|5|
241|910|362.67|3|
242|763|161.00|3|
243|413|212.00|4|
245|962|204.67|3|
246|990|278.00|2|
247|810|312.00|1|
248|995|165.50|4|
249|858|279.00|2|
24|55|204.00|1|
250|886|375.67|3|
251|740|84.75|4|
252|941|366.40|5|
253|352|227.67|3|
254|500|360.50|2|
255|172|409.00|1|
256|996|253.00|2|
257|757|174.25|4|
258|691|280.25|4|
259|717|323.00|3|
25|456|41.50|2|
260|735|286.33|3|
261|825|301.75|4|
262|334|233.33|3|
263|864|322.40|5|
264|603|285.50|2|
265|965|195.50|2|
266|837|223.57|7|
267|597|176.14|7|
268|710|165.50|2|
269|753|201.50|2|
26|656|313.50|2|
270|935|64.00|1|
271|911|268.33|3|
272|994|163.60|5|
273|657|191.20|5|
274|944|313.00|4|
275|592|89.00|2|
276|788|287.67|6|
277|998|280.00|3|
278|415|352.67|3|
279|856|326.00|2|
27|742|267.33|3|
280|823|278.25|4|
281|896|293.00|2|
282|831|196.67|3|
283|770|225.00|3|
284|627|144.00|1|
285|643|238.00|1|
286|621|311.00|2|
287|954|52.50|2|
288|306|186.00|2|
289|781|217.60|5|
28|983|257.00|6|
290|538|324.00|2|
291|912|321.60|5|
292|933|134.00|2|
293|806|267.40|5|
294|969|198.50|2|
295|951|159.60|5|
296|918|131.25|4|
297|977|231.50|6|
298|86|395.00|1|
299|952|152.00|4|
2|801|278.00|1|
300|688|142.67|3|
301|608|177.00|3|
302|564|260.67|3|
303|970|279.50|2|
304|882|308.00|1|
305|955|205.67|3|
306|832|241.75|4|
307|426|135.00|2|
308|888|301.33|3|
309|634|321.00|3|
30|814|314.67|3|
310|943|218.00|3|
311|769|191.00|2|
312|324|231.25|4|
313|252|249.50|2|
314|843|319.60|5|
315|960|287.80|5|
316|399|448.00|1|
317|453|368.00|1|
318|623|264.00|3|
319|929|200.71|7|
31|660|361.00|2|
320|845|220.50|4|
321|949|390.33|3|
322|878|194.25|4|
323|613|250.00|5|
324|544|314.00|3|
325|947|246.00|2|
326|614|346.67|6|
327|706|223.50|4|
328|531|254.67|3|
329|979|316.00|3|
32|936|191.50|2|
330|731|231.00|2|
331|964|175.33|6|
332|855|178.00|4|
33|693|263.00|2|
34|811|289.50|4|
35|170|237.00|1|
36|620|101.00|2|
37|389|407.00|1|
39|459|191.67|3|
3|893|474.00|1|
40|175|463.50|2|
41|812|358.00|2|
42|582|208.33|3|
43|577|243.50|2|
44|897|242.00|2|
45|917|265.50|2|
46|849|100.50|2|
47|92|101.50|2|
48|525|402.50|2|
49|815|269.75|4|
4|204|294.00|1|
50|862|200.60|5|
51|908|295.00|3|
52|945|255.30|10|
53|240|98.00|1|
54|986|154.33|3|
55|523|238.25|4|
56|571|264.50|2|
57|626|134.00|4|
58|652|149.00|1|
59|956|250.25|4|
5|294|163.00|2|
60|988|278.00|6|
61|672|73.00|1|
62|140|234.00|1|
63|441|101.00|1|
64|885|261.17|6|
66|462|196.75|4|
68|903|186.50|4|
69|883|202.57|7|
6|834|198.33|3|
70|0|63.00|1|
71|997|120.75|4|
72|734|251.33|3|
73|394|243.00|1|
74|967|267.00|3|
75|889|204.67|3|
76|873|11.00|1|
77|992|220.33|3|
79|963|201.00|4|
7|290|246.00|1|
80|723|309.67|3|
83|578|372.00|1|
84|668|228.00|3|
85|972|270.75|4|
86|752|263.00|3|
87|993|311.50|6|
88|443|323.00|2|
89|905|113.33|3|
8|767|253.20|5|
90|926|327.80|5|
91|991|341.00|4|
92|646|203.00|3|
93|928|66.50|2|
94|553|334.00|2|
95|916|149.50|2|
96|663|152.00|1|
97|879|387.75|4|
98|761|170.00|3|
99|366|73.00|1|
9|923|251.33|6|
